Day,SessionCode,SessionTitle,Room,PaperTime,PaperTitle,Authors
"Wednesday, Nov 5",W1-WPC,"Attitudes & Perceptions 7: Examining Student Capital, Affective Dimensions, and Pedagogical Strategies",Willow Pond C,8:00,A Quantitative Study on the Navigational and Social Capital of Engineering Students from Multiple Institutions,"Adetoun Yeaman (Northeastern University, USA); Gisella Lamas-Samanamud (University of Kentucky - Paducah, USA & Universidade Federal de Sao Joao del Rei, Brazil); Randi J Sims (Clemson University, USA); Heather R Beem (Ashesi University, Ghana); Janie Moore (Texas A and M University, USA); Xiaojing Yuan (University of Houston, USA)"
"Wednesday, Nov 5",W1-WPC,"Attitudes & Perceptions 7: Examining Student Capital, Affective Dimensions, and Pedagogical Strategies",Willow Pond C,8:15,WIP: How Compassionate STEM Education is Defined: A Review of Literature on the Role of Compassion in STEM Education,"Theo Lazzari and Qin Zhu (Virginia Tech, USA) 84"
"Wednesday, Nov 5",W1-WPC,"Attitudes & Perceptions 7: Examining Student Capital, Affective Dimensions, and Pedagogical Strategies",Willow Pond C,8:30,Spotlighting Three Critical Themes from Computing Students in a Growth Mindset Program,"Kimberly Fluet and Yadi Zhang (University of Rochester, USA); Sharon Mason (Rochester Institute of Technology, USA)"
"Wednesday, Nov 5",W1-WPC,"Attitudes & Perceptions 7: Examining Student Capital, Affective Dimensions, and Pedagogical Strategies",Willow Pond C,8:45,WIP: Conceptualizing Teacher Empathy in Engineering Education: Distinguishing Key Constructs and Contextualizing Definitions,"Andres Nieto-Leal (Virginia Polytechnic Institute and State University, USA); Diana Bairaktarova (Virginia Tech, USA); Juan D Ortega- Alvarez (Virginia Tech, USA & Universidad EAFIT, Colombia); Susan Sajadi (Virginia Tech, USA)"
"Wednesday, Nov 5",W1-WPC,"Attitudes & Perceptions 7: Examining Student Capital, Affective Dimensions, and Pedagogical Strategies",Willow Pond C,9:00,WIP: Using Reverse Engineering to Enhance Student Confidence and Interest in ECE,"Benjamin T Manning and Jason W Morphew (Purdue University, USA)"
"Wednesday, Nov 5",W1-WPC,"Attitudes & Perceptions 7: Examining Student Capital, Affective Dimensions, and Pedagogical Strategies",Willow Pond C,9:15,Antecedents and Outcomes of Learning Management System Usage: Evidence from Developing Country Educational Institutions,"Hanan Kuzat (East Texas A&M University, USA); Ibrahim Magboul (Ahfad University for Women, Sudan); Fadi Herzallah (Palestine Technical University, Palestine) 8:00 - 9:30"
"Wednesday, Nov 5",W1-WPD,Curriculum & Course Design 7: Teaching Concepts Beyond Engineering,Willow Pond D,8:00,A Study on Mathematical Problem-Solving Skills for Computer Science Undergraduate Students,"Thitima Srivatanakul (York College, USA); Virginia Thompson, Yonghong Mcdowell and Philip Parzygnat (York College, CUNY, USA)"
"Wednesday, Nov 5",W1-WPD,Curriculum & Course Design 7: Teaching Concepts Beyond Engineering,Willow Pond D,8:15,WIP: Motivating Calculus for Computer Science Majors,"Rajendra Raj and Aaron Deever (Rochester Institute of Technology, USA); Shari Plantz-Masters and Douglas Hart (Regis University, USA); Rahul Simha (George Washington University, USA)"
"Wednesday, Nov 5",W1-WPD,Curriculum & Course Design 7: Teaching Concepts Beyond Engineering,Willow Pond D,8:30,Gamification of a Financial Literacy Course Offered to First Year Engineering Students at a Hispanic Serving Institution,"Sarah Huizar (The University of Texas at El Paso, USA); Diane E. Golding (University of Texas at El Paso, USA); Victor M Garcia (US Army Engineer Research and Development Center, USA); Helen Geller, Peter Golding and Annalisa Perez (University of Texas at El Paso, USA)"
"Wednesday, Nov 5",W1-WPD,Curriculum & Course Design 7: Teaching Concepts Beyond Engineering,Willow Pond D,8:45,Building a Positive Perception of Biology in Undergraduate Engineering Students,"Prashanth Suresh Kumar, Harshpreet Kaur, Ishrat Ayesha Bombaywala, Arya C Vachhani, Manaasve Vij and Brainerd Prince (Plaksha University, India)"
"Wednesday, Nov 5",W1-WPD,Curriculum & Course Design 7: Teaching Concepts Beyond Engineering,Willow Pond D,9:00,A Narrative Pedagogy to Teach Biology to Engineering Students,"Prashanth Suresh Kumar, Neelam Sarmah, Aarav Mathur, Sana Arora, Maninder Kaur and Brainerd Prince (Plaksha University, India) 85"
"Wednesday, Nov 5",W2-RBA,K-12 Education & Outreach 7: Assorted Approaches and Technologies,Riverbed A,10:30,Long-Term Impacts of K-12 AI Education Interventions on Social Media Mechanisms,"Henriikka Vartiainen, Juho Kahila, Nicolas Pope, Sonsoles López-Pernas, Teemu Valtonen and Matti Tedre (University of Eastern Finland, Finland)"
"Wednesday, Nov 5",W2-RBA,K-12 Education & Outreach 7: Assorted Approaches and Technologies,Riverbed A,10:45,"""Why is It Doing That?"" Troubleshooting Microelectronics Integration in Mathematics (WIP)","Emily M Haluschak, Virginia L Hawkins and Christine H. McDonnell (Purdue University, USA); Bruce Wellman (School of Engineering Education, Purdue University, USA); Morgan Hynes, Selcen Guzey, Greg Strimel and Tamara J. Moore (Purdue University, USA)"
"Wednesday, Nov 5",W2-RBA,K-12 Education & Outreach 7: Assorted Approaches and Technologies,Riverbed A,11:00,Visualizing Quadratic Attributes Using Projectile Simulator and Real-Life Examples,"Divya Kaushal (Katy ISD, USA); Sheng-Jen Hsieh (Texas A&M University, USA)"
"Wednesday, Nov 5",W2-RBA,K-12 Education & Outreach 7: Assorted Approaches and Technologies,Riverbed A,11:15,WIP: Cultivating Semiconductors and Microelectronics Interest in High School Students Using Hands-on Learning,"Andrea Ramirez-Salgado and Pasha Antonenko (University of Florida, USA)"
"Wednesday, Nov 5",W2-RBA,K-12 Education & Outreach 7: Assorted Approaches and Technologies,Riverbed A,11:30,WIP: Networking and Engagement of High School Students for Engineering Technology and Data Operation Careers,"Benjamin E Chaback (Virginia Polytechnic Institute and State University, USA); Amy Richardson and Michelle Klopfer (Virginia Tech, USA); Chris Russell (Northern Virginia Community College, USA); David Knight (Virginia Tech, USA)"
"Wednesday, Nov 5",W2-RBA,K-12 Education & Outreach 7: Assorted Approaches and Technologies,Riverbed A,11:45,Empowering Pre-College Learners with GDPR Awareness: a Novel Experimental Study,"Ankur Chattopadhyay, Alex Lisa and Binh Nguyen (Northern Kentucky University, USA) 10:30 - 12:00"
"Wednesday, Nov 5",W2-RBC,AI in Instructional Suport in Undergraduate Courses,Riverbed C,10:30,Research on the Practical Teaching Mode for Cultivating Autonomous Learning Abilities in Networking Courses,"Wenhui Zheng, Hui Li, Rentao Gu and Ji Yuefeng (Beijing University of Posts and Telecommunications, China)"
"Wednesday, Nov 5",W2-RBC,AI in Instructional Suport in Undergraduate Courses,Riverbed C,10:45,WIP - Incorporating Artificial Intelligence When Teaching in Electronics Engineering Technology Program,"Moftah Ali (Northwestern State University of Louisiana, USA)"
"Wednesday, Nov 5",W2-RBC,AI in Instructional Suport in Undergraduate Courses,Riverbed C,11:00,Using Alphafold to Deepen Understanding of Protein Folding and Big Data in an Engineering Cell and Molecular Physiology Course,"Laura Christian, Ophelia Winslett and Carmen Thiemann (Georgia Institute of Technology, USA); Todd Fernandez (Georgia Institute of Technology and Emory University, USA)"
"Wednesday, Nov 5",W2-RBC,AI in Instructional Suport in Undergraduate Courses,Riverbed C,11:15,Categorizing and Comparing Students' Interactions in eTextbooks,"Jharana Sapkota and Cliff Shaffer (Virginia Polytechnic Institute and State University, USA); Mohammed Farghally (Virginia Tech, USA); Mostafa Mohammed (University at Buffalo, USA) 10:30 - 12:00"
"Wednesday, Nov 5",W2-RBD,"Academic & Institutional Change 3: Use of Online, Game-Based, and Other Digital Platforms",Riverbed D,10:30,How Do Undergraduate Engineering Students' Technical and Social Challenges in Online Learning Impact Their Engagement?,"Rashmi W Neelawathura, Li Tan and Samantha Brunhaver (Arizona State University, USA)"
"Wednesday, Nov 5",W2-RBD,"Academic & Institutional Change 3: Use of Online, Game-Based, and Other Digital Platforms",Riverbed D,10:45,WIP: COMPASS - a Gamified Visual Framework for Competency Tracking in Computing Education,"Jamie Sundance McDonald, Ross McLean and John N A Brown (Robert Gordon University, United Kingdom (Great Britain))"
"Wednesday, Nov 5",W2-RBD,"Academic & Institutional Change 3: Use of Online, Game-Based, and Other Digital Platforms",Riverbed D,11:00,WIP: Leveling Up Learning: a Dungeons & Dragons-Inspired Approach to Teaching Object-Oriented Programming,"Cassandra Thomas (Tuskegee University, USA); Iryna Ashby and Marisa Exter (Purdue University, USA)"
"Wednesday, Nov 5",W2-RBD,"Academic & Institutional Change 3: Use of Online, Game-Based, and Other Digital Platforms",Riverbed D,11:15,WIP: A Canvas Public Course for Electrical Engineering,"Theresa Swift and Steve E Watkins (Missouri University of Science and Technology, USA); Amardeep Kaur (Southern Illinois University Edwardsville, USA)"
"Wednesday, Nov 5",W2-RBD,"Academic & Institutional Change 3: Use of Online, Game-Based, and Other Digital Platforms",Riverbed D,11:30,WIP: CourseForge: the Interactive Learning Management System to Detect and Visualize Course Bottlenecks,"Nabila Ayman and Md Nour Hossain (University at Albany, USA) 87"
"Wednesday, Nov 5",W2-WPA,Ethics and Policy in AI Education: Developing Competencies for Responsible Technology Use,Willow Pond A,10:30,WIP: Considerations for Generative AI,"Ronald J Glotzbach (Purdue University, USA)"
"Wednesday, Nov 5",W2-WPA,Ethics and Policy in AI Education: Developing Competencies for Responsible Technology Use,Willow Pond A,10:45,The AI Policy Module: Developing Computer Science Student Competency in AI Ethics and Policy,"James Weichert (University of Washington, USA); Dan Dunlap (Virginia Polytechnic Institute and State University, USA); Mohammed Farghally (Virginia Tech, USA); Hoda Eldardiry (Virginia Polytechnic and State University, USA)"
"Wednesday, Nov 5",W2-WPA,Ethics and Policy in AI Education: Developing Competencies for Responsible Technology Use,Willow Pond A,11:00,WIP: Using Active Learning Methods for Ethical Reflection in Engineering Education on Emerging Technologies: the Example of,"Electric Aviation Jennifer Leijon and Olof Lindahl (Uppsala University, Sweden)"
"Wednesday, Nov 5",W2-WPA,Ethics and Policy in AI Education: Developing Competencies for Responsible Technology Use,Willow Pond A,11:15,Ethical Considerations in Artificial Intelligence: a Curricular Approach for STEM Disciplines,"Qiping Zhang (Long Island University, USA); Elizabeth Milonas (CUNY New York City College of Technology, USA); Duo Li (Shenyang Institute of Technology, USA)"
"Wednesday, Nov 5",W2-WPA,Ethics and Policy in AI Education: Developing Competencies for Responsible Technology Use,Willow Pond A,11:30,Exploring Graduate Student Views on Robotics Policy Relevant Information,"Sogol Balali, Jennifer Parham-Mocello and Brent Steel (Oregon State University, USA); Michael D. Jones (University of Tennessee, Knoxville, USA); Waseq Billah (Oregon State University, USA)"
"Wednesday, Nov 5",W2-WPA,Ethics and Policy in AI Education: Developing Competencies for Responsible Technology Use,Willow Pond A,11:45,Making and Analyzing Decisions Based on Ethical Principles: Core Competencies Required,"Fatemeh Pariafsai (Bowling Green State University, USA & BGSU, USA); Sadjad Pariafsai (The University of Alabama, USA); Manish Kumar Dixit (Texas A&M University, USA); Shirley Nelly Tandoh (Bowling Green State University, USA); Stephen Mark Caffey (Texas A&M University, USA) 10:30 - 12:00"
"Wednesday, Nov 5",W2-WPB,Assessment 3: Advancing Methods for Effective Evaluation and Student Learning,Willow Pond B,10:30,WIP: Beyond Averages -- the Impact of Survey Administration on User Experience Metrics,"Laura Albrant (Michigan Technological University, USA); Lynn Albers (Hofstra University, USA); Leo C. Ureel II (Michigan Technological University, USA) 88"
"Wednesday, Nov 5",W2-WPB,Assessment 3: Advancing Methods for Effective Evaluation and Student Learning,Willow Pond B,10:45,A Study and Implementation of Customizable Optical Mark Recognition Sheets for Assessments,"Chengcheng Han (The University of Auckland, New Zealand); Arun Krishna K and Pranav V (Amrita Vishwa Vidyapeetham, India); Manuel Castro (Spanish University for Distance Education - UNED, Spain); Sathiamoorthy Manoharan (The University of Auckland, New Zealand); Babulakshmanan Ramachandran (Amrita Vishwa Vidyapeetham, India); Elio Sancristobal (Spanish University for Distance Education - UNED, Spain); Ulrich Speidel (University of Auckland, New Zealand); M G Thushara (Amrita School of Engineering, Amritapuri, India & Amrita Vishwa Vidyapeetham, India); Xinfeng Ye (University of Auckland, New Zealand)"
"Wednesday, Nov 5",W2-WPB,Assessment 3: Advancing Methods for Effective Evaluation and Student Learning,Willow Pond B,11:00,WIP: Expert Feedback and Student Think-Alouds for the Learning Through Making Instrument,"Leonardo Pollettini Marcos (Purdue University, USA); Robert Nagel (Carthage, USA); Julie Linsey (Georgia Institute of Technology, USA); Melissa Aleman (James Madison University, USA); Kerrie A. Douglas and Eric A. Holloway (Purdue University, USA)"
"Wednesday, Nov 5",W2-WPB,Assessment 3: Advancing Methods for Effective Evaluation and Student Learning,Willow Pond B,11:15,Investigating Students' Programming Plan Knowledge with Time-Constrained Code Recall Tasks,"Ava Heinonen and Reetta Puska (Aalto University, Finland); Francisco Castro (New York University, USA); Juha Sorva, Juho Leinonen and Arto Hellas (Aalto University, Finland)"
"Wednesday, Nov 5",W2-WPB,Assessment 3: Advancing Methods for Effective Evaluation and Student Learning,Willow Pond B,11:30,"WIP: Accurate, Fair and Transparent Approach to Random Item Selection to Reduce Grading Workload","Renny E. Badra (University of Georgia, USA)"
"Wednesday, Nov 5",W2-WPB,Assessment 3: Advancing Methods for Effective Evaluation and Student Learning,Willow Pond B,11:45,ASTRO: a Semi-Automated Grading and Feedback System for Programming Assignments,"Jonathan W. Browning (Queen's University Belfast, United Kingdom (Great Britain)); John Bustard (Queens University Belfast, United Kingdom (Great Britain)); Neil Anderson (Queen's University Belfast, United Kingdom (Great Britain)) 10:30 - 12:00"
"Wednesday, Nov 5",W2-WPC,Teaming & Teamwork 1: Strategies and Insights for Effective Collaboration,Willow Pond C,10:30,The Fascinating New Classroom Styles of Twenty Twenties and on…,"Melany M Ciampi (World Organization on System Engineering and Information Technology (WCSEIT) & President, Portugal); Claudio R Brito (Science and Education Research Organization, Portugal)"
"Wednesday, Nov 5",W2-WPC,Teaming & Teamwork 1: Strategies and Insights for Effective Collaboration,Willow Pond C,10:45,WIP: Students in Dysfunctional Teams: First Year Engineering Design Course Perspective,"Junqiu Wang (University of North Carolina Charlotte, USA); Fazel Ranjbar (University of Cincinnati, USA); PK Imbrie (University of Oklahoma, USA)"
"Wednesday, Nov 5",W2-WPC,Teaming & Teamwork 1: Strategies and Insights for Effective Collaboration,Willow Pond C,11:00,Navigating Teamwork Challenges in Project-Based Learning,"Brainerd Prince (Plaksha University, India); Aparajita Jaiswal (Purdue University, West Lafayette, USA); Muna Sapkota (Purdue University, USA); Aashana Baldi (Plaksha University, India) 89"
"Wednesday, Nov 5",W2-WPC,Teaming & Teamwork 1: Strategies and Insights for Effective Collaboration,Willow Pond C,11:15,Who Introduces and Who Fixes? Code Quality Dynamics in Collaborative Embedded Systems Projects,"Rafael Corsi Ferrao and Igor dos Santos Montagner (Insper, Brazil); Rodolfo Azevedo (UNICAMP, Brazil)"
"Wednesday, Nov 5",W2-WPC,Teaming & Teamwork 1: Strategies and Insights for Effective Collaboration,Willow Pond C,11:30,Using Scrum to Improve Student Teamwork in a Project-Based Hybrid Learning Setting,"Essa Imhmed and Edgar Ceh-Varela (Eastern New Mexico University, USA); Mustafa Elfituri (Morrisville State College, USA)"
"Wednesday, Nov 5",W2-WPC,Teaming & Teamwork 1: Strategies and Insights for Effective Collaboration,Willow Pond C,11:45,Success Factors for Implementing Scrum in Academia,"Alexandra Davidoff (Embry-Riddle Aeronautical University, USA); Lynn Vonderhaar (Embry-Riddle Aeronautical Unviersity, USA); Sarah A Reynolds, Omar Ochoa, Massood Towhidnejad and James Pembridge (Embry-Riddle Aeronautical University, USA) 10:30 - 12:00"
"Wednesday, Nov 5",W2-WPD,Curriculum & Course Design 8: Innovative Strategies for Foundational and Emerging Topics in Computer Science and,Willow Pond D,10:30,Effective Approaches in Teaching Computer Science Fundamentals: a Student's Perspective,"Divya Nalla and Anvesh Reddy Nookala (Nalla Malla Reddy Engineering College, India)"
"Wednesday, Nov 5",W2-WPD,Curriculum & Course Design 8: Innovative Strategies for Foundational and Emerging Topics in Computer Science and,Willow Pond D,10:45,"Pedagogical Strategies for Teaching Big Data: Why, What, and How?","Raja Sooriamurthi (Carnegie Mellon University, USA)"
"Wednesday, Nov 5",W2-WPD,Curriculum & Course Design 8: Innovative Strategies for Foundational and Emerging Topics in Computer Science and,Willow Pond D,11:00,WIP: Early Engagement Strategies for Microelectronics in Engineering Education,"Jason W Morphew, Camille Johnson, Artre Turner and Kerrie A. Douglas (Purdue University, USA)"
"Wednesday, Nov 5",W2-WPD,Curriculum & Course Design 8: Innovative Strategies for Foundational and Emerging Topics in Computer Science and,Willow Pond D,11:15,WIP: Turning Fake Chips into Learning Opportunities,"Haniye Mehraban, Saad Azmeen-ur-Rahman and John Hu (Oklahoma State University, USA)"
"Wednesday, Nov 5",W2-WPD,Curriculum & Course Design 8: Innovative Strategies for Foundational and Emerging Topics in Computer Science and,Willow Pond D,11:30,WIP: Microcontrollers or Python: How Different Tools in a Common Engineering Curriculum Shape Learning and Perceptions,"Artre Turner, Jason W Morphew, Melissa A Dyehouse and Kerrie A. Douglas (Purdue University, USA)"
"Wednesday, Nov 5",W2-WPD,Curriculum & Course Design 8: Innovative Strategies for Foundational and Emerging Topics in Computer Science and,Willow Pond D,11:45,WIP: a Pedagogy Study on Human Computer Interaction as a Necessary Foundation for Mobile Application Development,"Hongbo Zhou, Michelle Zhu and Md Liaquat Hossain (Montclair State University, USA) 90"
"Wednesday, Nov 5",W2-WPE,"Computer-Based Instruction 4: Tools and Strategies for Teaching, Assessment, and Feedback",Willow Pond E,10:30,WIP: Improving Assessment and Feedback with Interactive Exercises,"Jarkko Hurme (OAMK, Oulu University of Applied Sciences, Finland); Päivi Porras (LAB University of Applied Sciences, Finland); Henry Lähteenmäki (South-Eastern Finland University of Applied Sciences, Finland)"
"Wednesday, Nov 5",W2-WPE,"Computer-Based Instruction 4: Tools and Strategies for Teaching, Assessment, and Feedback",Willow Pond E,10:45,Using Embodied Conversational Agents for Intelligent Tutoring Systems,"Xiaobu Yuan (University of Windsor, Canada)"
"Wednesday, Nov 5",W2-WPE,"Computer-Based Instruction 4: Tools and Strategies for Teaching, Assessment, and Feedback",Willow Pond E,11:00,An Approach to Learning Path Personalization in e-Tutoring with Knowledge Space Theory,"Xiaobu Yuan and Y Ngoc Nhu Duong (University of Windsor, Canada)"
"Wednesday, Nov 5",W2-WPE,"Computer-Based Instruction 4: Tools and Strategies for Teaching, Assessment, and Feedback",Willow Pond E,11:15,"Code Comprehension for Novice Students: Teaching, Assessment, Tools, and Challenges","Valéria Maria Bezerra Cavalcanti Maciel (IFPB, Brazil); Wilkerson L. Andrade (Federal University of Campina Grande, Brazil)"
"Wednesday, Nov 5",W2-WPE,"Computer-Based Instruction 4: Tools and Strategies for Teaching, Assessment, and Feedback",Willow Pond E,11:30,WIP: Assessing the Effectiveness of a Mixed-Reality Wisdom Community for Electrical and Computer Engineering Students,"Hilda Cecilia Contreras Aguirre, Theoderic T Platt, Bill Hamilton, Cristina Esparza, Marshall Taylor and Luis Rodolfo Garcia Carrillo (New Mexico State University, USA) 12:00 - 13:30 W-LK: FIE & IEEE Education Society Awards Luncheon Enjoy a buffet meal and engaging talk—please arrive promptly to be seated before the talk begins. 13:30 - 15:00"
"Wednesday, Nov 5",W3-RBA,Engineering Education Research Methods,Riverbed A,13:30,"Exploring Institutional Ethnography in Engineering Education: Methods, Practice, & Possibilities","Victoria Bill (Colorado School of Mines, USA); Emily Dringenberg (The Ohio State University, USA)"
"Wednesday, Nov 5",W3-RBA,Engineering Education Research Methods,Riverbed A,13:45,WIP: Review and Analysis of Mixed Methods Approaches in Engineering Education Research,"Praveen Meduri (California State University, Sacramento, USA); Chillara Venkata Varun (California State University-Sacramento, USA); Mary McCarthy Hintz, Lisa Romero and De-Laine M Cyrenne (California State University, Sacramento, USA) 91"
"Wednesday, Nov 5",W3-RBA,Engineering Education Research Methods,Riverbed A,14:00,First-Year Experiences of Asian Graduate Students in an Engineering Education PhD Program: a Collaborative Autoethnography,"Shuyu Wang (The Ohio State University, USA); Jordan Peyton (Ohio State University, USA)"
"Wednesday, Nov 5",W3-RBA,Engineering Education Research Methods,Riverbed A,14:15,Challenging the de-Valuing of Education Sciences: an Analysis of U.S. Engineering Education Ph.D. Programs,"Johannes Strobel (Missouri State University, USA); Emmanuel Sepulveda Guzman (University of Texas at El Paso, USA); Maartje Van den Bogaard (UTEP, USA)"
"Wednesday, Nov 5",W3-RBA,Engineering Education Research Methods,Riverbed A,14:30,WIP: Improving Codebook Application for Studying Engineering Intuition,"Anu Singh (The Ohio State University, USA); Elif Eda Miskioglu (Bucknell University, USA); Kaela Martin (Embry-Riddle Aeronautical University, USA); Adam R Carberry (The Ohio State University, USA) 13:30 - 15:00"
"Wednesday, Nov 5",W3-RBC,AI in Graduate Education and AI Case Studies,Riverbed C,13:30,WIP: Multi-Agent Artificial Intelligence Model to Enhance Self-Regulated Learning and Conceptual Understanding in Computer,"Science Education Jeeho Ryoo (Fairleigh Dickinson University, Canada); Michael Pin-Chuan Lin (Mount Saint Vincent University, Canada); Sahil Rai (British Columbia Institute of Technology, Canada); Wenhao He and Seong Min Park (Fairleigh Dickinson University, Canada); Marco Ho (British Columbia Institute of Technology, Canada)"
"Wednesday, Nov 5",W3-RBC,AI in Graduate Education and AI Case Studies,Riverbed C,13:45,Educating to IoT and AI: a Case of Study Based on Automotive Applications,"Liliana Cecere (University of Salerno, Italy); Domenico Santaniello (Università degli Studi di Salerno, Italy); Pietro Giuseppe Strollo (University of Basilicata, Italy); Alfredo Troiano (Netcom Engineering, Italy); Carmine Valentino (Universityof Salerno, Italy)"
"Wednesday, Nov 5",W3-RBC,AI in Graduate Education and AI Case Studies,Riverbed C,14:00,EdQuest: Improving Educational Resource Discovery with AI-Enhanced Web Scraping,"Ashrith Kumar Devara and Nasrin Dehbozorgi (Kennesaw State University, USA)"
"Wednesday, Nov 5",W3-RBC,AI in Graduate Education and AI Case Studies,Riverbed C,14:15,AI-Augmented Medical Education: Transforming ICU Mortality & Length of Stay Prediction,"Ameya U Kokate (The University of Texas at Dallas & HonorHealth, USA); Twinkle Paraye (Gannon University, USA); Sushanth S. Manakhari (Gannon University & Erie Insurance, USA); Ajinkya Prabhu Jadhav (Gannon University, USA & Erie Insurance Group, USA) 92"
"Wednesday, Nov 5",W3-RBC,AI in Graduate Education and AI Case Studies,Riverbed C,14:30,WIP: Learning Robotics via Embodied Artifacts in AI-ML Guided Immersive Environments-a Proof of Concept,"Seth Corrigan (University of California, Irvine, USA); Mohammadreza Akbari Lor and Bhanu Vodinepally (University of Missouri, Kansas City, USA); Tisa Islam Erana, Bhavleen Kaur, Giancarlo Perez and Mark A Finlayson (Florida International University, USA); Shu-Ching Chen (University of Missouri-Kansas City, USA); Biayna Bogosian (Arizona State University, USA & University of Southern California, USA); Shahin Vassigh (Florida International University, USA) 13:30 - 15:00"
"Wednesday, Nov 5",W3-RBD,Academic & Institutional Change 4: Innovations and Challenges in Graduate Education and Emerging Technologies,Riverbed D,13:30,"How Graduate Engineering Students Learn AI: Competency Development, Conceptualizations, and Challenges","Rashmi W Neelawathura, Malle Schilling and Samantha Brunhaver (Arizona State University, USA)"
"Wednesday, Nov 5",W3-RBD,Academic & Institutional Change 4: Innovations and Challenges in Graduate Education and Emerging Technologies,Riverbed D,13:45,Pathway to Computing: an Innovative Approach to Inviting Non-Computing Students Into Graduate Computer Science Programs,"James Anderson, Xinming Ou, Sudeep Sarkar and Jing Wang (University of South Florida, USA)"
"Wednesday, Nov 5",W3-RBD,Academic & Institutional Change 4: Innovations and Challenges in Graduate Education and Emerging Technologies,Riverbed D,14:00,"Serious Games, Remote and Pockets Labs. a New Educational Approach","Elio Sancristobal (Spanish University for Distance Education - UNED, Spain); Felix Garcia Loro (Spanish University for Distance Education (UNED), Spain); Clara Pérez (Spanish University for Distance Education - UNED, Spain); Ricardo Martin (Spanish University for Distance Education, Spain); Rosario Gil and Manuel Castro (Spanish University for Distance Education - UNED, Spain)"
"Wednesday, Nov 5",W3-RBD,Academic & Institutional Change 4: Innovations and Challenges in Graduate Education and Emerging Technologies,Riverbed D,14:15,(WIP) Developing a Generative AI Literacy Module for Engineering Graduate Teaching Assistants: a Model for Engineering Education,"Ibukun S Osunbunmi, Bono Po-Jen Shih, Stephanie L Cutler and Perez Carlos (Penn State University, USA)"
"Wednesday, Nov 5",W3-RBD,Academic & Institutional Change 4: Innovations and Challenges in Graduate Education and Emerging Technologies,Riverbed D,14:30,WIP: Artificial Intelligence in Fashion and Textile: Rethinking Education for Emerging Industry Needs,"Rosa Maria Vasconcelos, Emilia Araujo, Ines Do Amaral and Ines Castro (Minho University, Portugal)"
"Wednesday, Nov 5",W3-RBD,Academic & Institutional Change 4: Innovations and Challenges in Graduate Education and Emerging Technologies,Riverbed D,14:45,WIP: Integrating Social Learning into Engineering Education for Sustainable Water Management: Bridging Technical Solutions and,"Societal Needs Samia Tarannum and Sarah Blackowski (University of Wisconsin Milwaukee, USA) 93"
"Wednesday, Nov 5",W3-WPA,"Advancing Ethics, Character, and Responsibility in Engineering Education",Willow Pond A,13:30,Categorizing Engineering Ethics Knowledge from Engineering Courses Across Different Disciplines,"Bono Po-Jen Shih and Ivan E Esparragoza (Pennsylvania State University, USA)"
"Wednesday, Nov 5",W3-WPA,"Advancing Ethics, Character, and Responsibility in Engineering Education",Willow Pond A,13:45,Implementing a Praxis of Change: a Comparative Case Study on Interactive Methodologies and the Instruction of Engineering Ethics,"Hortense Gerardo and Alessandro Marinoni (University of California, San Diego, USA); Raymond de Callafon (University of California San Diego, USA)"
"Wednesday, Nov 5",W3-WPA,"Advancing Ethics, Character, and Responsibility in Engineering Education",Willow Pond A,14:00,WIP: Teaching Ethical Decision-Making (EDM) in Undergraduate Computer Science and Software Engineering Courses,"Panagiotis (Panos) Linos (Butler University, USA); Steve Chenoweth (Rose-Hulman Institute of Technology, USA)"
"Wednesday, Nov 5",W3-WPA,"Advancing Ethics, Character, and Responsibility in Engineering Education",Willow Pond A,14:15,WIP: Fostering Ethical Judgment in Undergraduate Engineering Students Through Problem-Based Ethics Instruction,"Toluwalase E Opanuga and Heidi A. Diefes-Dux (University of Nebraska-Lincoln, USA)"
"Wednesday, Nov 5",W3-WPA,"Advancing Ethics, Character, and Responsibility in Engineering Education",Willow Pond A,14:30,An Exploratory Investigation on the Use of Situational Judgement Tests to Cultivate Character and Evaluate Character in Engineering,"Learning Environments Olga Pierrakos, Jessica Koehler and Kyle Luthy (Wake Forest University, USA); Farnoosh Brock (Prolific Living, INC, USA); Andy Brock (Prolific Living INC, USA); John Karabelas (Wake Forest University, USA); Robin Anderson (James Madison University, USA)"
"Wednesday, Nov 5",W3-WPA,"Advancing Ethics, Character, and Responsibility in Engineering Education",Willow Pond A,14:45,A Literature Review on Engineering and Social Entrepreneurship Competencies for Developing Responsible and Entrepreneurial,"Engineering Workforce Arsalan Ashraf (Virginia Tech, USA); Aileen Huang-Saad (Northeastern University, USA); Dayoung Kim (Virginia Tech, USA) 13:30 - 15:00"
"Wednesday, Nov 5",W3-WPB,Assessment 4: Integrating Generative AI and Automated Tools in Programming Evaluation,Willow Pond B,13:30,Agentic AI Quiz-Based Learning System: Enhancing MCQ Generation via Long-Context Cached Retrieval-Augmented Generation,"Sreekanth Gopi, Devananda Sreekanth and Nasrin Dehbozorgi (Kennesaw State University, USA)"
"Wednesday, Nov 5",W3-WPB,Assessment 4: Integrating Generative AI and Automated Tools in Programming Evaluation,Willow Pond B,13:45,How Students Use Generative AI: Insights from Conversation Log Analysis,"Zepei Li (University of Illinois at Urbana-Champaign, USA); Sotiria Koloutsou-Vakakis and Tomasz Kozlowski (University of Illinois Urbana Champaign, USA); Volodymyr Kindratenko and Abdussalam Alawini (University of Illinois at Urbana-Champaign, USA) 94"
